File InfoVariance All,Vari Q1:,Vari Q2:,Vari Q3:,Vari Q4:,Variance Average:
ts\ABI\EnglishMuffinVision_AForge\Images\English Muffin\Batch 1\All Top\2018_1_31_16_11_38,0,153,30,77,101,90
